Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
0.8225660063543336,0.7269004605005988,0.6472417461658139,-0.48603071824204985,-0.463547228508435,1.65240114786099,-0.46337761829343316,0.5597743906441707
-0.374515499774634,0.7269004605005988,-0.23416015413439997,-0.48603071824204985,-0.463547228508435,-0.9336564687083027,-0.10967912961711533,0.5597743906441707
0.8225660063543336,0.7269004605005988,0.6472417461658139,-0.48603071824204985,-0.463547228508435,-0.4214664164945787,-0.46337761829343316,0.5597743906441707
-1.5715970059036017,-1.3757041773110503,0.9410423795992185,-0.48603071824204985,0.7844645405527361,-0.9688067664092446,3.5170757055168855,0.5597743906441707
-0.374515499774634,0.7269004605005988,1.0144925379575696,0.529555857189099,-0.463547228508435,-0.6825829137015752,-0.10967912961711533,0.5597743906441707
0.8225660063543336,-1.3757041773110503,-0.013809679059346514,0.529555857189099,0.7844645405527361,-0.13524256378690944,-0.145880634682188,0.5597743906441707
-0.374515499774634,0.7269004605005988,0.27999095437405813,-0.48603071824204985,-0.463547228508435,-1.3504385700194703,-0.3640680841284366,0.5597743906441707
0.8225660063543336,0.7269004605005988,-0.6307910092694962,-0.48603071824204985,-0.463547228508435,0.4321836705282946,-0.3347155124540534,0.5597743906441707
-1.5715970059036017,-1.3757041773110503,-0.013809679059346514,-0.48603071824204985,-0.463547228508435,-1.340395627819201,1.2111865957301298,0.5597743906441707
-1.5715970059036017,0.7269004605005988,1.3376732347343145,-0.48603071824204985,-0.463547228508435,1.3209840552521097,-0.017789925571402857,-2.009681828706121
0.8225660063543336,0.7269004605005988,-0.8217614210012092,-0.48603071824204985,-0.463547228508435,0.4321836705282946,-0.3347155124540534,0.5597743906441707
-1.5715970059036017,-1.3757041773110503,0.7060018728524946,0.529555857189099,-0.463547228508435,-1.2550306191169138,1.125167906019294,-2.009681828706121
-0.374515499774634,0.7269004605005988,-1.0421118960762628,-0.48603071824204985,-0.463547228508435,-0.9788497086095136,-0.10967912961711533,0.5597743906441707
